idMeme,nombreImagen,URL,Cuenta,Shares,MeGusta,MeEncanta,MeDivierte,MeAsombra,MeEntristece,MeEnoja,PRI,PAN,MORENA,INDEPENDIENTE,POSITIVO,NEGATIVO,NEUTRAL,textoDentroImagen,textoPublicacion,localización cuenta,Comentario1,URLComentador1,LocalizacionComentario1,Comentario2,URLComentador2,LocalizacionComentario2,Comentario3,URLComentador3,LocalizacionComentario3,Comentario4,URLComentador4,LocalizacionComentario4,Comentario5,URLComentador5,LocalizacionComentario5,NombreEquipoDelfin,Observaciones
198,anaya8,https://www.facebook.com/467401493601138/photos/a.510410749300212.1073741828.467401493601138/647782635563022/?type=3&theater,Mas Memes,5,3,0,1,0,0,0,0,1,0,0,0,1,0,#�NOMBRE?,¡Desde niño ya robaba Carteras!,n/a,N/A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chairos Locos,n/a
199,anaya9,https://www.facebook.com/mnnoticiasvirtual/photos/basw.AbrVAPvXwiAMce81RsbYF9AZaDulYCkJ0Mm8RG3MfDMrupQ4ByJOa4BdOzK0XSkn_nSmUnqM_4yppwirTIUAioPXYfQYS0Yg0hDEvB4zoTd5mTrl39y-gZE-FR14IfxTkNmUDdW6-ukMWeQohZqmsffyjgRAB8ryArcJnp7avhQRwA.1074384712675270.2033491680200452.2008888409428843.2077775542495290.1830807270282170.2116693445042372.1863349060591658.1293219364120375.419955055144257/419955055144257/?type=1&opaqueCursor=Abr1mr2glkWdJsqBENXT1XP2v8kypknEqngpZInu42ANXFDJP6iLnYPHpyoWIBB3y_HbDnEgmPIes9hepd8vMT3F5ZulUHg80oVfcLyWHDsV-k7PgVESmY097QDWWSLBolUCxnA_lK9lXF0hyZGEILrxZMZAz9aeYKUJ_DkIABMqMG0ZeqLBc3YzgU8iv1fhTPQDRVQ-Ivp7joRiYrNdaK52vZuA5zhMYGWygOb9U5_Fm_hwI8bYu1ODZLVwRy0-VncfHbmoTOwYTsBrNaU3jUaRlMGbUy6VDUOJNCDoodwb-n-IWhUHx4mG31JaQvkkL3cqdiflar5dEK4lBLUPDyVjtfc-goq-YcuF2kzNEkbvCXiPuY_PrkN3Wd8XCNnBnOI3KV4E2o3qGgyPFRNxqaxKN3rjSx-kWf9ER2J3sUTO4ICXqfeRO1E20jCMlJ0lYk3P4TKMRTycgM-W-gy9Ar9aHAEjyZ5pZy3i-3Zne8XZ3BA02K7vtsfMrzmfuFLx81G-bMMehEK4qHeSSOwLy_yik3yv5mcvBHATJuupJZtAI17Fm441Xw7VvPpQ_7u2gGWK0kksUL29ZLN1UFdqaK4K&theater,MN Noticias Virtual,1,19,0,3,0,0,0,0,1,0,0,0,1,0,Anaya haciendo las cuentas de lo que realmente se gasta,Ricardo Anaya Cortés sus gastitos chiquitos...,Ciudad de México,es un idiota,https://www.facebook.com/Ron-Ca%C3%B1a-206460856622341/,n/a,que bruto es este cuate,https://www.facebook.com/Laura-Carrilo-426681951104580,N/A,jajaja y las cuentas de lo que roba,https://www.facebook.com/Daniel-Medina-797320763796499,n/a,sabe sumar?,https://www.facebook.com/Manuel-Cardio-380562162442070,n/a,n/a,n/a,n/a,Chairos Locos,Medio de comunicación - noticias
200,anaya10,https://www.facebook.com/MemesPRI/photos/p.1293219364120375/1293219364120375/?type=1&opaqueCursor=Abr_AFqCf67oQN6hMWpEXRncl5totp_JuyD2QKs2e1kPD1NOd8R2Z0lUAXF5xppergBR5rv2hfLgDt1vmVevrhBGP1q1b9e0azyp5de2PYvYPIGzzzKSZSatWPwRQ2nNPdE0_DCCbdbvQiweDKFUEuSN_AsI0upAO7bmBZSnwQltHok_oGkOOC21PEc_rhz6Gvkomh9wXr-9rREdCAMCpqpQileqLGIHyzfTRpVj2Ud0YhlWXaJmXx4eaFct89sKW2i2CcmnEPcMQTlZd2yNPyuzGWLoRbNNgcUOXPHnTDtVxA6RRUOgXwHMMISjEanalJUyWF7xtFFT0dtqsLqqG6kpoWHEJ2dlJYCLDnM1Y26Ou3VXj18McR4FRRcX7QrP2_m2gGs9oE8aUtzecwTngXOsLWuEzT-AQBEb6Sos2fh4SLBy2XHvHC4COOdYOzJoFaY&theater,Memes PRIistas,21,7,0,30,0,0,0,0,1,0,0,0,1,0,Tómame una foto así como que soy humilde y me tapo con cobijas que venden en los tianguis.,Cuántos me encorazona para nuestro humilde y sencillo Ricardo Anaya...,n/a,N/A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chairos Locos,festivalesas importantes de la escena electrónica en México y algunas partes del mundo
201,anaya11,https://www.facebook.com/Electronicnewspower/photos/p.236572036915746/236572036915746/?type=1&opaqueCursor=AbrCezReGtrAqHIVS9O-NznTpAek6Ez2etpi-FuMDoKq_rlzPydfiNH_cyF4rAWPH7PmJ6lWbnPiNiqlBUMmV3So7UluSEH7LS47XaHXQfcXPuWGkKFl0buN9Gf_Pza5ByLS1jwQxu3G8JbuzL_nK6uBhVCr5CCsEhZL-DsVU3Li7eQi_CUZLqLeGkvLS4EB1NmfKXR1mxv4oPt3SXobNlcT2iquDDjoyouhqhAa6b4L30ZjuAxxhDKWCQ0sw2VXfqRz1A6DsZiVeUQQbfaw5oc3gQvBb1LfhNe_c6KRYleg9Cn-KAiIb7tFESXzoQZsMNjK-xse7zzD45Yn6QYMVvq3wY6K2Hq2RJjfMKFWI8p-9_KrKzm43C7h52IXn7vuPtjqUuTB2m5_VxoxW53jM_9z&theater,Electrónic News Power,210,27,0,13,0,0,0,0,1,0,0,0,1,0,"Al panista Ricardo Anaya ya le apodan la Sábila... porque entre más le investigan, más propiedades le encuentran.",Ricardo Anaya: De aprendíz de mafioso a maestro de la corrupción!!,n/a,Habla de el gabinete de Obrador qué es pésimo y son de el pan también se contradice solito y que le saquen algo a amlo solo le sacan que está loco y así y si metió gente al gabinete es por estrategia eso si los tendrá bien checados así lo dijo en su gobierno entran todos él cree en el cambio de las personas pero bueno ni hablar la gente se cierra todavía ni gobierna y ya están hablando,https://www.facebook.com/davidabraham.limachama,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chairos Locos,Cuenta en contra de la extrema derecha
202,anaya12,https://www.facebook.com/iberomemes/photos/p.2059007914338056/2059007914338056/?type=1&opaqueCursor=AboMKYVvIhXK5OJlQqlj50-EOD_OKuRHV5GW8oZm2U2wMgNzxNVne865cyKu2eWbY4CHYLoZu4Z4JMHRdoOZyDJkzpO886ByxNjXoavRCiLPfzFALIZ1ITgg4yjmcfSJ1gQNsd9oabNg4AWe1vAtwtE3rbUpIkBhoofGN9HNJbqPsuXawPXmlPCH7JWDR9Dj48RBrxEUh0SB65Oj-ojYrt54WgWt5QThiYPKpaseitjwBzMvLG2X7iQMyRZIGhqJq0nCa3k6wrwoqVWed2pyc4r_V-bAR92iUQSu0KB0NGLB8OFYGjSTwmGu7frlvnTpdXzv2XEJFt4D1rmQyj5Z_vYEJLG2CgySSgBI0Itgf0JzidHHe6j3DV82f13ZNM3RwKMnuNYU6Og9PrkrkAJiaEC-t4a75Ij-_6zVUWD83M53fQ&theater,Memes Ibero,6,11,0,30,0,0,0,0,1,0,1,0,1,0,"¿Y cómo dicen que se llaman éstas? -Tortillas, joven. - ¡Jajajaja, qué  gracioso nombre! Los pobres siempre tan ocurrentes...","Del 1 al Ricardo Anaya, ¿qué tan divorciado de la realidad mexicana estás?",n/a,Mexican pizza,https://www.facebook.com/rita.izquierdomontesdeoca,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chairos Locos,Cuenta a favor de la Derecha.
203,anaya13,https://www.facebook.com/enfoquepoliticoyucatan/photos/p.2025636207509916/2025636207509916/?type=1&opaqueCursor=Abr8m06obVu46dYA4axfruuJuq9PwsqHSZH5vfvwsdX1iCoOT4zmqiE3NSV-U5I-42mSLcBZq6V1S1udCz_MwVzMzhA0wwBD0zjemWVIajRkb4p9QFC7c9-qnmrxkLSgxS4857ssW-wND6PXZO6511Aa2IusiHUOF95YNybxfdwTMH_mwGnwyPFFagk_OeikV6IsofTIozX1kcxwwsYdSG4x2VN8lRPt9d5vbVUyPVsW_BC4QM-sNsEDnhLCmcw1i9MQWcRsYY7X5K0jBIr6Z0Nu8WNL0WEc6hOJUKzaEX-aqqU1PU2DS9UnFiPr_8e6v57qRDnZedzTY5eZ9bQkaaOuw_dUEJCVqD3F_Ik0RBBmTd285k97HEfojN-1S_qHqZXULxKQIV8hyr9o7pbJ1zFy&theater,Enfoque Politico Yucatán,8,1,0,1,0,0,0,0,1,0,0,0,1,0,Cuando pasas a un lado de Anaya y no te roban tu cartera,n/a,Yucatán,N/A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chairos Locos,Medio de Comunicación - Noticias
204,anaya14,https://www.facebook.com/PunchMediaMx/photos/p.942267359212964/942267359212964/?type=1&opaqueCursor=AbpuamQev9kkVuK_F20fvyCgSP67_PeTAgp2t8dDwR68fT9eCJ6OwsckLRMjpZ5yjlBz1WUkhfq3swDYF4Oi4BIstUCJKOYZNlzyyqw--XtEWlNoyzdbvI0Xxd0UWH66OjACkV3M0EkIKAvL-2TGUugySSrLPib2PALn8k7RlxFVCmdg2vhwMBaly83knSPrrKX6_PtnlIUO3obzxfy8oxxUVf8e9_9d2dkW-FR6rgmenW2KzI-oiqnMcA_4h4y2LZ4YHSOat7MeaM16EVM_Sm8aVMIa4WA3McNou6-YlHE54lNlJwSbYeIMJFEdX4Vu6rbqJIEMHO6mRfr2X2ngA3jna3zuyOKCc1Tc3p858CLHnmMT8v20VDKTEWWMiBv0yaZfbVpnY8DGGQ5Ybl7cr0Lzk7zLL_H-QuH6iBDXdRzMOA&theater,Punch Media,12,2,0,2,0,0,0,0,1,0,0,0,1,0,Mis hijos viven en atlanta porque allá no roban. Yo vivo en México porque aquí sí puedo robar yo.,n/a,n/a,N/A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chairos Locos,Medio de Comunicación - Noticias
205,anaya15,https://www.facebook.com/467401493601138/photos/p.638254049849214/638254049849214/?type=1&opaqueCursor=AbohQKSQbSnyw1pcpQ5nb7fXHpDRacw6YxG_iJwCrkvFuRdL1d339gMgyJ72SOXbUxLN4xbA2Pi5usuveJkHQJ0KLvBTKW0ybMwGRqast4PZnvbClhvzRixl0x3oHpp2gYZia-f501RQ-NeiwTc92jnAsL3K-eANAdZGHUmuLwK9mCIlePF3NZOJrCYgoM1Zg4-SIU_eyO1Lfkl-xuzgtC18j6p0-XTW1dop7YQVmh3K5Pf2d8ZEFej_qHlgKMmQXHmPtwJRLizt1QI8WSM4rpgOhgmQPaA-QDkLu0XeShfP4OM7Be_gs5ZeoR6hWa3ljP6rO_XCJ0DdSvInShKjRJaJo1TUqai226Cmw53wYgvQw84rcLKakvVNF1oLQWrg8v7zG3JPKdPhFxABsi6cFkpr-g1s_0Ssn930LvUM15DhHyGOwcM5oMiLZ6tk4CHs2uHM1AifZ8I91suU71_6eiG_72vu-9aIiy1_oMXxepw_OA&theater,Mas Memes,7,0,0,2,0,0,0,0,1,1,0,0,1,0,Ahí viene Anaya... ¿Qué Anaya? El que la cartera te agandalla.,Ahí viene Ricardo Anaya #RickyRiquinCanallin,n/a,N/A,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chairos Locos,n/a
206,AnaGaviota.jpg,https://www.facebook.com/LordAMLO/photos/basw.AbqLhX7GjRJROyIdfcTOYBVjSejzponNF_aMpmKWKEUqkyB0qQABd8vQFB_v0ARpTBCnGJZMKuevFH9Y-mhu7CvzU7Ks_4hO28QO9djzRK8vvCXaAdsoCMp-FrBeh2ZQTv8CXEcLlv-2dQgvcDuRpSsT.2370184959875056.2242435822649971.2308518212708398.1115319511954402.335796216794056.1586603398121747.1799354687030562.2369727933254092.1819644548341630/1799354687030562/?type=1&opaqueCursor=AbpyIj7a9rD3A5l03I7HNk625vhhY2x3EzvdvW3DBy-FExoqCPnZCzNq356y7PwIJGGq5rluw_FN1DjVAdYxe5I1Da9lRWLQUQpBMZkz1HlcwVKpnmrG3dIfT_hnVuFO_4hHqpj9LQqChPZ6iFhAZKummzaD8Az2l1J5-qFcoGuXor5eytQSPv9ni0clK0pPWRtbSOzGe0FdnM3dO0VpfF7oW4vrvuCBj312wwUQXKnhW-2q3n7y5y-g4wBP1OTXHv8GHys31VGmnncIepy2DBrAp_LI5L0IvsF6Q4wvOdj-35Sc2db4u5SN5jcGSbrJPCpRKLIKpHQAnvYtJoe0WSaOaJOJYG04uelQlvSSOIusI4-ayif5FD2yoHQPkJt1L048wURqd6cDYPgPktTFiWY-LtFPnn24Q6xBrdeoX211YrFea7IuIDXuJuOg3SxhsjSRSjl-mNwU7PaxgfE6-MaY246_L_k_JGGBVB9pV5I0c_H3kavser3VDu_iVzpCGZiE5okBjCYj63UUCbEw3TTtABOxhMHIJnXkkTLoZW4gnjdGN52isq98cb82p2pMdSQzjithITJPZS5uER6BkCzZ6iLK99opI8ObhnGmWspOPrJ21Szqz3Vhr7xueceXC9k&theater,AMLO y sus memes,118,30,1,51,1,0,0,0,1,0,0,0,0,1,Mi patrimonio es producto de mi trabajo,n/a,n/a,COMO EL DE LA GAVIOTA,https://www.facebook.com/maria.callas1?fref=ufi&rc=p,n/a,n/a,https://www.facebook.com/georginaisabel.lopezestrada.16?fref=ufi&rc=p,n/a,n/a,n/a ,https://www.facebook.com/georginaisabel.lopezestrada.16?fref=ufi&rc=p,MOnse Donovan,Oaxaca,https://www.facebook.com/profile.php?id=100022418476936&fref=ufi&rc=p,n/a,n/a,n/a,DATAMEC,n/a
207,BLIM.jpg,https://www.facebook.com/2242419379318282/photos/p.2371683543058531/2371683543058531/?type=1&opaqueCursor=Abpipfb6mfx-j9ReNCN8ALd7Xlcp68B_TI_DNo672Nqmp6mEcOYoqobG_KegXHPTXR2aXv9b5nX5I4uTpke4cDZTLSDoNuQYoPJ7zbqwVRvrI8tDkr4ogVfQz9X5WX9fV0pvxSQaKYWXkfVakUu8PwvcsfP7ev2-CO8GXw4z7CDawSNHFQ2xLcFpGSHqmXCionA6ClyQ8y2kvvWMGhpRCqLEniZrPuPLY8l6hkfIMMqXdN5kWq4LutmoN6YLL4wDDua6bdIE28wj8JgyzNg4JDyhSU5P84uIsR5raOJYaZniwwE8p9B6Qz1UDjWq3Tpb45IEXgcHOGyH-st-ucdCMYjDUf2TotS17FXcFUf82EmdEYRTTyWP6fY3TD3NsXEDhiEShnKGXBn4i9-p8gQGqKht3PthmKQy0MJKhY9RZoHI30COblpl-mGF-gGQQ5BvLkVTkqEF764ORTnrKvE4dWV8h5PJCJUn85qLlDMQNx8JJg&theater,AMLO memes,39,38,3,93,0,0,0,0,0,1,0,0,0,1,netflix | blim,"Los dos ya están bien naranjas solo que uno si tiene pelo natural, adivinen cuál de los dos jajaja",n/a,Y ambos nacionalistas ::v,https://www.facebook.com/profile.php?id=100009765151088&fref=ufi&rc=p,n/a,Hasta para hacer memes hay que tener gracia y creatividad.,https://www.facebook.com/zamira.sustaitalopez?fref=ufi&rc=p,"Villahermosa, Tabasco",Solo que uno es chico el otro es un vividor analfabeta,"Pachuca de Soto, hidalgo, Mexico",https://www.facebook.com/sergio.gimenez.14811?fref=ufi&rc=p,n/a,n/a,https://www.facebook.com/croizbl?fref=ufi&rc=p,TU MADRE ????,"Chapala, jalisco",https://www.facebook.com/garcia.garnica.fabian?fref=ufi&rc=p,DATAMEC,n/a
208,pension.jpg,https://www.facebook.com/2242419379318282/photos/p.2374984532728432/2374984532728432/?type=1&opaqueCursor=Abr_IDOcEt3l2qsaV2JrK3axciADe9UNhIX0PFQgVIXMIiKeIf6Osrq-VMrj_fNkpTMo94F7RBEom4smTTWzSDWAFbT0XpJlgyS88ADQXMWgjrFWnGE-s6Mz48EUu1KlFer-qO4F1ahvpflvGS70l8MgcC1riUgSgjmMkaHVriaa5mUhHU_bAXpDoP32AmOdl2YI2o3UASHWdwxsNo5R79JCMW0t-hWsSHLI7R4yhDbJ1t5Yshu7Z4tESvLm8ai2LU1QvRC83oh9HFTmgjYpbVLGxd-OvgW8XFkyW1d6BdVr_-0Wk4zaNLiTxnbatB5krOxIG57n3iMIHJNrBiAuic99XmqE7VshCWqkhSD4p5ks_cRpj0Bz8TpWaZEzK-OEE1zzpTBCUQkOYHOLQmU7ztWP_vL7Kuk1z5ds4V9HiVcIvhwYt5o4_IWGE0hbmiKM3Qtus27gwM80xN8E2LsCa6ttsv1r0doe-zj-sNnnUTtE2g&theater,AMLO memes,162,154,15,703,0,1,0,1,0,1,0,1,0,0,puej si ejtuvo rico todo pero igual te voy a quitar tu pension,Muy cínicos todos felicitando para quedar bien jajajajajaja,n/a,n/a,https://www.facebook.com/miguel.vallejo.73700?fref=ufi&rc=p,n/a,n/a,https://www.facebook.com/rafa.mena3?fref=ufi&rc=p,n/a,Jaja que pena ni con pauta jalan estos memes,"Ciudad de Mexico, Mexico",https://www.facebook.com/levi.hernandez.9638718?fref=ufi&rc=p,Ay ajá!!!,"Ciudad de Mexico, Mexico",https://www.facebook.com/profile.php?id=100009508166533&fref=ufi&rc=p,Yaaz,"Ciudad de Mexico, Mexico",https://www.facebook.com/ricardo.vilchis.944?fref=ufi&rc=p,DATAMEC,n/a
209,Mafia.jpg,https://www.facebook.com/394682927574310/photos/p.608344206208180/608344206208180/?type=1&opaqueCursor=AbqWlBCM7yY94-_VhjzM98XXtu0mCytTLgm32bXlgdAPJYZI5SwOyq0QIAnF0K_3yXb6DQW4upwOc2vsJFfqJt0N-PPqPGBO_HWSMPq_Q975MsC8z465ZKsrjBDK0YSo6f9P9IXE1nr5ZGb1oGORvul0iUDrUtQbLUkv5UGvJ2Dqv4jYc_uZUcLIE7DVZVOlic8fqIgXpy-AuPSjaoTsYhvOtUYjtb59YZjZ5Rwtg09MPMIFplrOezerCc-2QU6djGWPMGQ4RzjwVkuAtq7YHj4yTvqc9gzMvkJrP71Prk_o6TErqGakn6B4ak_JJ_Cu8Ygl6Y0rz6oXmkylr_5gmhJeDV6yvQO9YH9a436AMReAfrbpD_GsweCc9AdMHWE8bKuVXDK_sSsgjDTML9z8cHmHMoXVeekLWsR0_K-N1b5vEy53DKQnYTGxpuy3jFLlSyJcbMZsaPKQ2mgIt5jXRTqEmk6VaFUUXMVUUcNcZAYbbw&theater,Amlo Presidete 2018 2024,56,30,4,2,0,0,0,0,0,1,0,1,0,0,Entra AMLO sale MAFIA,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DATAMEC,n/a
210,contra.jpg,https://www.facebook.com/photo.php?fbid=1115353821937656&set=p.1115353821937656&type=1&opaqueCursor=AbpPTmjnT5RNXpS880m8zmScfIgBL9kjNM_CkQ2Y4mSaUbpd9CiuSGbViMFBIUlOpZZZXfiq4sdebyGTBwlmTIpc5Son6iivmKyoyNyjXmwPQodwt0nAKW_h3fsYHRMzDNkSSJXfD69BC6eObVuFCWC8bTM5ojKG5JYYt9CTv4lxWUAhCxeKA1LKl1b2C9xhJ_CJs_2NkvLkFuUHWG3WLvf9rnqvy-jJXVUjZXJrnbunUYsDiHUOAk5Nxfizbi7S6jHyPYCK3RxGo97de51C-UiPrhDXFic0qFW25iyQh_P6NlJRTRmum81-o0ueOVhrE1c64OT-dJ0Ruwj4PxlCkmbCYwipb8-jppPChe_vtT6elVIWNULOHXaOAA1r3qMrd1uH6IF9XS7g49h-xGzdAgGNxoCOJrRns85zBngYJSuPcgWj4lAzh9APZR-OCVPI98ipf3gamWaU-q7w0exTTuAW&theater,Armi Rosas,70,23,6,14,1,2,0,0,0,1,0,0,1,0,Cuando estas en contra de AMLO,El día de hoy tuve algunas conversaciones jeje una de ellas trato sobre los memes  cuando se trata de política e intentas dar un argumento sobre X tema no es adecuado basarse solo en memes o hacer campaña negra contra algún partido. Yo estoy consciente de eso jeje no es ético,Puebla,"Que tonterías.. Nomas nos haces perder el tiempo, al pensar que vas a decir algo de provecho!",https://www.facebook.com/belen.rosaslopez?fref=ufi,n/a,Hahaha,https://www.facebook.com/alma.molina.7311?fref=ufi,n/a,jajaja AMLO gada madre,Ciudad Juarez,https://www.facebook.com/eliazar.lazaroduarte?fref=ufi,Si no eres simpatizante de algún partido y no ayudas no te metas,"Gomez Palacio, Durango",https://www.facebook.com/profile.php?id=100009995193068&fref=ufi,Sergio Alberto García Soto así te pones jaja,"Ciudad de Mexico, Mexico",https://www.facebook.com/ROrro5?fref=ufi,DATAMEC,n/a
211,joker.jpg,https://www.facebook.com/SDPitorreo/photos/basw.AbrFwcTwWrHY2_9InN4DoEyq5h6d7soVW2Usg1BE8WvIXh5WI2QtR2M2hWfd8z9S0jpvM4iTUUZeS8b3PbqsiXQGzSMG0MvJXbO02GnbjlKcCePbKRO28mha9xjhRb1WsiHsLDVGH9BntBPw0-Qfzcni.2098416377056315.392427814562298.543651532655742.1729015287372179.519497378448179.2084079248482115.1723969870984657.646260242432586.327544300652811/543651532655742/?type=1&opaqueCursor=Abr53DZepisVqr8C2pOuT0i6JrWdXDiJTWT5OObM7y6Q02gzHK24dEca2V6_I0iijetdO9CpzmKi96ZfPfGOiFQ5lMaysH6580EQYaZLgKM02y1lUxsXCucdji9tD_rf7eZxb6jjxXucgAY5UYcqOl16WrWJcOASkCoRW8EERL_cukEEuolQL_HaA5GsoSatWPdKnKZ1_49_MWNt2djALa3Aoed-lQKaaZ7Peb3t2D6UckW0910q1Mm7d9cO4BKWoczUrcX9sI_44w1N5doNnwoHG6B6soKz9DZw2iHEHVfoogYb6KmVRfJEUSCHuiva65mAVY0UnDMBivb586rbg2xAmo5UyuUx19WMVglt-Z4VGCgABG5LfUYOxluYA49RWe-Ek8CfCAYqqR5SuXeRKdX8n1SvK1UOAEvF8kU9ASApIjuqKuqVkNCDlGpJQ61fOQwiPWx3ArGpDzuuS0de5iQDy-RoPMDLR6cBwQZ0ywesm2D_z2HZJ90Ov22vi6gLun69OhXBtYpXoVld-fLdf_qw1WvGvi4ynLjEWvi0QMRoQPw-uugvyaeqvCI0Yq6ZvueoAUcgjShMvZwn5cWjoOUYi82A5CJ_2ihP9R6Kemkr9vs_QbXsDUlOQtUwK3e3ZKq_Dz9f3grT7FcQGPtNeoDxeH_eA4uQBVp-_Tk05tJ1v3dSyK7lwOcZNZZz-sGq58o&theater,SPDitorreo,47,346,38,539,1,4,4,0,0,1,0,0,1,0,"Haces 30 memes a favor de AMLO y nadie dice nada, haces uno criticandolo y todo el mundo pierde la cabeza","Ah, pero hacemos un meme burlándonos de AMLO... y ya somos unos vendidos al PRI, televisos, cometortas, vendepatrias, salinistas, peñabots y asesinos de Colosio.Bájenle a su amargura chavos, yo tanto que los presumo con mis amistades. Besitos.",n/a,"Porque el PRI y el PAN son lo mismo. AMLO es nuestro salvador que ha bajado del cielo en un destello de luz y nos purificará con su palabra, en la biblia hablan de una persona que vendrá a sacarnos de la pobreza, nos quitará el frijól con gorgojo, nos ayudará a nosotros los NINIS a tener empleo y estudio si así lo decide uno. Amén por San Andrés. Jaja.",https://www.facebook.com/joseeliasrdz?fref=ufi&rc=p,Tamaulipas, Mmmm... seguro es porque es más la cantidad de gente que apoya al Peje que a los corruptos de siempre...Es mucho más la cantidad de gente que estamos hasta la madre de que nos estén chingando y empobreciendo cada vez más y la situación simplemente no se vé que haya mejorado desde hace ya décadas.,https://www.facebook.com/joseluis.palafox.583?fref=ufi&rc=p,n/a,"Chairos chillones, son unos pobres perros hambreados le cagá que hablen mal de su asqueroso y parásito mesías tropical y sin quitar el dedo del renglón que si hablas mal de AMLO te vuelven técnicamente priistas, prianistas y no se que tanta pendejadas más.",n/a,https://www.facebook.com/manuel.velazuqezdiez?fref=ufi&rc=p,"Exacto!! ...Mi estimado sdpitorreo adorador de AMLO, tienes acostumbrados a los chairos a siempre tirarle a la competencia y cuando quires rectificar.... Rompes corazones chairos!....Jeje ",n/a,https://www.facebook.com/tony.ortega.31542841?fref=ufi&rc=p,"Los derechairos o AMLOhaters despotrican contra Obrador por los mitos que les invento la televisión (que es mesianico, que volvera México una Venezuela, que es comunista, que es el doble de Trump). ¿A poco los gasolinazos, la entrega de energeticos a extranjeros, militarizar las calles y que el dolar este por las nubes han sido aciertos de Meade y EPN? Odian a AMLO como si los gobernantes de derecha hicieran las cosas a favor de los mexicanos.",n/a,https://www.facebook.com/faceguss?fref=ufi&rc=p,DATAMEC,critica a cualquier partido politico
212,reunion.jpg,https://www.facebook.com/NRTMexico/photos/basw.Abq5nDjeWi48dx4rdKtR4VIIba1Fw9sxt8zOMxKd3099WxhP5XXlSOwVa7zgy3Ja4a_PsdT-llJLSnrtKOSBv2ecw3vJscuSX6NgWJu8QRAkGgS8Kf69mGExbuyyVXt-Dw62anmECeBbY6qQe-8N-z3mx1HLp6s55oxSTt3FX3rq1g.2153650761584454.476648256119623.1427499680684241.2111976925729052.962111617302409.2206450899585102/2153650761584454/?type=1&opaqueCursor=AbqNbrBykbJbHkUenz0C3JZkkbCj6HKCQQH_amHyLesnKAtLUWb0KudssZLb-jEprtP_W8Uj_Bk3a-ptKjmQ3LW7RSdIEFtmcIxM2brDgyFp99t-s2WGvsXF7tMgfpGCt-uOeaEmnX2YhZaktsTa75L9Duji1wZEq4rraRKscax-_xBcZUP96PKH3lVT9PZHMrU4qQcZkFMUDxf6DcCroqtATuffe17vmCB7L_VASitVjAc15DuxHfkAcOnAi8vd0R6WYpcQFf5wKLGPWJmhI3xMViSL_wZSSo4tr5lPM2dMx2RctRqztloSWqtdSTsz8v2PiE695gIqpnuyoU81n_eAVqHvzQvmMYa2srkfmlDmguyIqQKfB-juuXzHqxolXWg50Ep_O3jo7iGoZ0rz0q5AXguvI3rCzk0fx29E9l9dQdsQwedtApaEX9gInTWrxsnaSU7ob-FQ3tD87ah2UWVcSzbP76Oqrh0QhP1HsV4FYh_ks9HSFFwUOA7mkgOV9mxtuL21goHUA08l7Putnj00LJrhrOwP-_k7EzfVh8PxBckJZJpTjsRTgZMd0Ambad4&theater,NRTMexico,32,14,1,39,0,0,0,1,0,1,0,0,1,0,"El sapito del baño se atora asi que hay que levantar la tapa del tanque y jalarlo con la mano, la silla del escritorio rechina un poco, la banda presidencial esta en el close de la derecha, la basura pasa los jueves y los esquites se ponen sabado y domingo",n/a,"Cipres y Ecuador 321 Col. guadalupe Monclova, mexico",Hasta en las mejores familias,https://www.facebook.com/profile.php?id=694377373&fref=ufi&rc=p,Oaxaca,Ariadna Hernandez,https://www.facebook.com/BrianAntonioMartinezLuna?fref=ufi&rc=p,Sinaloa,Jennifer Davila,n/a,https://www.facebook.com/pedro.gonzalezywalky?fref=ufi&rc=p,n/a,n/a,n/a,n/a,n/a,n/a,DATAMEC,n/a
